dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,repeat,stage,attacker_fraction,normal_nodes,target_initial_limited_rate,target_initial_admitted_rate,normal_initial_admitted_rate,target_onboarding_seconds_mean,normal_onboarding_seconds_mean,target_returned_updates_after_start,target_aggregated_updates_after_start,target_effective_aggregation_share_after_start,target_rffl_removals,normal_rffl_removals,update_payload_bytes,server_processing_seconds,configuration_runtime_seconds,controller_state_bytes,configured_access_lease_full_updates,final_accuracy,final_backdoor_asr,total_rounds,target_full_access_round_mean,target_promoted_rate,target_effective_aggregation_share_early,target_effective_aggregation_share_late,backdoor_asr_auc_after_start,backdoor_asr_at_round_8,backdoor_asr_growth_round_8_to_final,first_round_asr_ge_10pct,first_round_asr_ge_20pct,first_round_asr_ge_30pct,target_effective_aggregation_share_sustained,target_limited_returned_update_rate_after_start,target_full_weight_aggregated_update_rate_after_start,target_lease_expirations,target_lease_renewals,normal_lease_expirations,lease_full_updates
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,0,formal,0.1,18,1.0,0.0,1.0,4.182045221328735,10.123900373776754,90,90,0.08461999999999986,0,0,122920000,93.05686233000002,260.9949006,8314599,5,0.336,0.31777777777777777,50,5.0,1.0,0.08461999999999997,0.0846199999999999,0.22410353535353533,0.045,0.2727777777777778,6.0,10.0,19.0,0.0846199999999999,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,formal,0.1,18,1.0,0.0,1.0,3.569542407989502,14.941116783354017,90,90,0.019999999999999917,0,0,122920000,94.25862905999996,224.9329537,8330935,5,0.3345,0.185,50,5.0,1.0,0.019999999999999987,0.01999999999999991,0.09640151515151514,0.05,0.135,6.0,11.0,nan,0.01999999999999991,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,formal,0.1,18,1.0,0.0,1.0,2.580820918083191,16.528265092107986,90,90,0.0892000000000001,0,0,122920000,94.50408556000001,226.1956989,8318647,5,0.324,0.30833333333333335,50,5.0,1.0,0.0892,0.08920000000000007,0.26969696969696966,0.07277777777777777,0.23555555555555557,6.0,6.0,18.0,0.08920000000000007,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,formal,0.1,18,1.0,0.0,1.0,3.6627057790756226,14.84330779976315,90,90,0.10493999999999983,0,0,122920000,97.16437169999999,236.8042852,8433359,5,0.345,0.19555555555555557,50,5.0,1.0,0.10493999999999998,0.1049399999999997,0.28330808080808084,0.051111111111111114,0.14444444444444446,7.0,7.0,13.0,0.1049399999999997,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,formal,0.1,18,1.0,0.0,1.0,3.8899524211883545,11.516637947824266,90,90,0.12546000000000015,0,0,122920000,94.51915066000002,224.9694667,8306335,5,0.363,0.6022222222222222,50,5.0,1.0,0.12546000000000002,0.12546000000000015,0.3714204545454546,0.043333333333333335,0.5588888888888889,7.0,11.0,11.0,0.12546000000000015,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,formal,0.1,18,1.0,0.0,1.0,2.7071982622146606,11.37977319293552,90,90,0.11009999999999977,0,0,122920000,91.15236744999997,193.587545,8322767,5,0.378,0.5666666666666667,50,5.0,1.0,0.11009999999999999,0.11009999999999989,0.3292171717171717,0.27944444444444444,0.2872222222222222,6.0,6.0,6.0,0.11009999999999989,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,6,formal,0.1,18,1.0,0.0,1.0,2.602966785430908,3.279354453086853,90,90,0.09995999999999983,0,0,122920000,93.56240162000002,167.6805583,8310503,5,0.3495,0.3605555555555556,50,5.0,1.0,0.09996000000000003,0.09995999999999991,0.27856060606060606,0.26222222222222225,0.09833333333333333,7.0,8.0,10.0,0.09995999999999991,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,7,formal,0.1,18,1.0,0.0,1.0,2.7983263731002808,6.77434163623386,90,90,0.1005400000000001,0,0,122920000,96.95502181999998,204.3523135,8359655,5,0.382,0.28944444444444445,50,5.0,1.0,0.10054000000000005,0.10054000000000018,0.2613888888888889,0.043333333333333335,0.2461111111111111,6.0,7.0,7.0,0.10054000000000018,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,8,formal,0.1,18,1.0,0.0,1.0,3.4974151849746704,6.890958944956462,90,90,0.10096000000000005,0,0,122920000,95.65916671000001,199.861383,8314599,5,0.368,0.45555555555555555,50,5.0,1.0,0.10095999999999998,0.10095999999999998,0.2933459595959596,0.31333333333333335,0.1422222222222222,6.0,6.0,8.0,0.10095999999999998,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,9,formal,0.1,18,1.0,0.0,1.0,3.1904916763305664,14.991474098629421,90,90,0.0610599999999998,0,0,122920000,92.24902149999998,223.9475253,8322767,5,0.339,0.13,50,5.0,1.0,0.06106,0.06105999999999987,0.15952020202020203,0.026111111111111113,0.10388888888888889,6.0,13.0,21.0,0.06105999999999987,0.0,1.0,0,0,0,0
